AnimalID,Aggressive,At Vet,Barn,Behavior,Court/Investigation,Enroute,Foster,In Foster,In Kennel,In Surgery,Medical,Offsite,Partner,Rabies Risk,SCRP,Suffering,Target,Main Breed,BreedName,sex,fertility,MixColor,color,colorC,agenumber,ageperiod,age,ageC,MainBreedMix,MixBreed,animal,HaveName,outcome
A701150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,70,DACHSHUND,0.0,1.0,0.0,Sable,15.0,2.0,months,60.0,0.0,126.0,1.0,1.0,0.0,0.0
A700820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,185,SIBERIAN HUSKY,0.0,1.0,1.0,Black,0.0,2.0,years,730.0,2.0,325.0,1.0,1.0,1.0,2.0
A688884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,47,BULL TERRIER,0.0,1.0,1.0,White,1.0,7.0,months,210.0,0.0,86.0,1.0,1.0,1.0,0.0
A688783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,0.0,Black,0.0,6.0,months,180.0,0.0,147.0,1.0,2.0,0.0,1.0
A720547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,98,GERMAN SHEPHERD,0.0,1.0,1.0,Tan,4.0,1.0,year,365.0,1.0,177.0,1.0,1.0,1.0,2.0
A672105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,21,BASSET HOUND,0.0,1.0,1.0,Red,8.0,5.0,years,1825.0,5.0,36.0,1.0,1.0,1.0,2.0
A669983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,216,WHIPPET,1.0,1.0,1.0,Gray,19.0,6.0,years,2190.0,6.0,376.0,1.0,1.0,1.0,2.0
A704809,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,2.0,2.0,0.0,Black,0.0,3.0,weeks,21.0,0.0,147.0,1.0,2.0,0.0,1.0
A705442,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,2.0,2.0,0.0,Brown Tabby,2.0,2.0,days,2.0,0.0,147.0,1.0,2.0,0.0,1.0
A692421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,127,LHASA APSO,0.0,0.0,1.0,Buff,17.0,1.0,year,365.0,1.0,226.0,1.0,1.0,1.0,1.0
A694891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,98,GERMAN SHEPHERD,1.0,1.0,1.0,Brown,3.0,2.0,months,60.0,0.0,177.0,1.0,1.0,0.0,0.0
A701723,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,2.0,2.0,0.0,Tortie,11.0,0.0,years,0.0,0.0,147.0,1.0,2.0,0.0,1.0
A708058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,184,SIAMESE,1.0,0.0,0.0,Lynx Point,22.0,1.0,year,365.0,1.0,323.0,1.0,2.0,0.0,1.0
A711624,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,10,AMERICAN PIT BULL TERRIER,0.0,1.0,1.0,White,1.0,2.0,years,730.0,2.0,18.0,1.0,1.0,1.0,1.0
A682481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,2.0,2.0,0.0,Black,0.0,1.0,day,1.0,0.0,147.0,1.0,2.0,0.0,1.0
A693511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27,BELGIAN SHEEPDOG,1.0,1.0,0.0,Sable,15.0,5.0,years,1825.0,5.0,45.0,0.0,1.0,1.0,0.0
A680490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Tortie,11.0,3.0,months,90.0,0.0,147.0,1.0,2.0,1.0,0.0
A719903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,0.0,1.0,Brown,3.0,2.0,years,730.0,2.0,111.0,1.0,1.0,0.0,0.0
A701691,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,102,GOLDEN RETRIEVER,0.0,0.0,0.0,Red,8.0,2.0,years,730.0,2.0,185.0,1.0,1.0,1.0,3.0
A715145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,0.0,1.0,1.0,Brown,3.0,5.0,years,1825.0,5.0,278.0,0.0,1.0,1.0,2.0
A718694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,0.0,1.0,0.0,Brown,3.0,1.0,year,365.0,1.0,111.0,1.0,1.0,1.0,0.0
A713461,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,124,LABRADOR RETRIEVER,1.0,1.0,0.0,Chocolate,13.0,5.0,years,1825.0,5.0,221.0,1.0,1.0,1.0,1.0
A669467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,0.0,1.0,1.0,Tan,4.0,5.0,years,1825.0,5.0,111.0,1.0,1.0,1.0,2.0
A707388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,22,BEAGLE,0.0,1.0,1.0,White,1.0,10.0,months,300.0,0.0,38.0,1.0,1.0,1.0,1.0
A699020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,0.0,0.0,Brown,3.0,2.0,weeks,14.0,0.0,111.0,1.0,1.0,1.0,1.0
A711787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,0.0,Orange Tabby,5.0,5.0,months,150.0,0.0,147.0,1.0,2.0,1.0,1.0
A676094,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,39,BORDER COLLIE,0.0,1.0,1.0,Black,0.0,10.0,years,3650.0,10.0,67.0,0.0,1.0,1.0,1.0
A664222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,1.0,1.0,Black,0.0,7.0,months,210.0,0.0,110.0,1.0,1.0,1.0,0.0
A695288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,1.0,Blue,6.0,2.0,years,730.0,2.0,147.0,1.0,2.0,1.0,0.0
A705168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,1.0,Tortie,11.0,6.0,months,180.0,0.0,147.0,1.0,2.0,1.0,0.0
A668400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,153,PBGV,0.0,1.0,1.0,White,1.0,2.0,years,730.0,2.0,267.0,0.0,1.0,1.0,0.0
A685486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,0.0,0.0,0.0,Blue,6.0,1.0,year,365.0,1.0,279.0,1.0,1.0,1.0,0.0
A687822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,98,GERMAN SHEPHERD,0.0,1.0,1.0,Chocolate,13.0,2.0,years,730.0,2.0,177.0,1.0,1.0,1.0,2.0
A698329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Calico,12.0,3.0,years,1095.0,3.0,147.0,1.0,2.0,0.0,3.0
A708893,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,184,SIAMESE,1.0,1.0,0.0,Lynx Point,22.0,4.0,months,120.0,0.0,322.0,0.0,2.0,0.0,1.0
A610815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,1.0,1.0,Black,0.0,15.0,years,5475.0,15.0,111.0,1.0,1.0,1.0,2.0
A704059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,82,ENGLISH BULLDOG,0.0,1.0,1.0,White,1.0,4.0,years,1460.0,4.0,150.0,0.0,1.0,1.0,0.0
A683464,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,124,LABRADOR RETRIEVER,0.0,0.0,0.0,White,1.0,3.0,weeks,21.0,0.0,221.0,1.0,1.0,0.0,1.0
A635766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,0.0,1.0,1.0,Chocolate,13.0,1.0,year,365.0,1.0,278.0,1.0,1.0,1.0,2.0
A670002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,136,MINIATURE POODLE,1.0,1.0,1.0,White,1.0,3.0,years,1095.0,3.0,241.0,1.0,1.0,1.0,2.0
A706336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,0.0,0.0,1.0,White,1.0,2.0,years,730.0,2.0,220.0,1.0,1.0,1.0,2.0
A666972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,132,MANX,1.0,1.0,1.0,Orange Tabby,5.0,2.0,months,60.0,0.0,235.0,1.0,2.0,1.0,0.0
A717644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,42,BOXER,0.0,1.0,0.0,Brown,3.0,8.0,years,2920.0,8.0,74.0,1.0,1.0,1.0,2.0
A575803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,136,MINIATURE POODLE,0.0,1.0,1.0,Gray,19.0,7.0,years,2555.0,7.0,241.0,1.0,1.0,1.0,2.0
A678311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,0.0,1.0,0.0,Black,0.0,10.0,months,300.0,0.0,220.0,0.0,1.0,1.0,0.0
A662399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Lynx Point,22.0,2.0,months,60.0,0.0,147.0,1.0,2.0,1.0,0.0
A713935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,80,DOMESTIC SHORTHAIR,1.0,0.0,1.0,Orange Tabby,5.0,1.0,month,30.0,0.0,147.0,1.0,2.0,0.0,3.0
A685487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4,AKITA,0.0,1.0,0.0,Brown Brindle,9.0,3.0,years,1095.0,3.0,5.0,1.0,1.0,1.0,0.0
A664023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Black,0.0,2.0,months,60.0,0.0,147.0,1.0,2.0,1.0,0.0
A685495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,0.0,Brown Tabby,2.0,2.0,months,60.0,0.0,147.0,1.0,2.0,1.0,1.0
A699324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,1.0,1.0,1.0,Black,0.0,5.0,months,150.0,0.0,221.0,1.0,1.0,1.0,2.0
A667469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,159,PIT BULL,0.0,1.0,1.0,Brown,3.0,3.0,years,1095.0,3.0,279.0,1.0,1.0,1.0,1.0
A676356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,163,POINTER,1.0,1.0,1.0,Tan,4.0,3.0,years,1095.0,3.0,284.0,1.0,1.0,1.0,0.0
A670865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,15,AUSTRALIAN CATTLE DOG,0.0,0.0,1.0,Brown Merle,28.0,2.0,years,730.0,2.0,26.0,1.0,1.0,1.0,1.0
A681923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,176,SAMOYED,0.0,1.0,0.0,White,1.0,14.0,years,5110.0,14.0,309.0,1.0,1.0,1.0,2.0
A663408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,15,AUSTRALIAN CATTLE DOG,1.0,1.0,0.0,Tricolor,7.0,1.0,year,365.0,1.0,26.0,1.0,1.0,1.0,0.0
A689337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,39,BORDER COLLIE,1.0,1.0,1.0,Chocolate,13.0,2.0,months,60.0,0.0,68.0,1.0,1.0,1.0,0.0
A664231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,216,WHIPPET,1.0,1.0,1.0,White,1.0,2.0,years,730.0,2.0,376.0,1.0,1.0,1.0,0.0
A699890,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,159,PIT BULL,1.0,1.0,1.0,Brown Brindle,9.0,2.0,years,730.0,2.0,279.0,1.0,1.0,1.0,1.0
A672228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,39,BORDER COLLIE,1.0,1.0,0.0,Tricolor,7.0,1.0,month,30.0,0.0,68.0,1.0,1.0,1.0,0.0
A690994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,161,PLOTT HOUND,1.0,1.0,1.0,White,1.0,2.0,months,60.0,0.0,282.0,1.0,1.0,1.0,0.0
A703250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,16,AUSTRALIAN KELPIE,0.0,0.0,1.0,Black,0.0,4.0,months,120.0,0.0,27.0,0.0,1.0,0.0,1.0
A720688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,0.0,1.0,0.0,Red,8.0,1.0,year,365.0,1.0,111.0,1.0,1.0,0.0,0.0
A706312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,32,BLACK,0.0,1.0,1.0,Black,0.0,2.0,years,730.0,2.0,55.0,1.0,1.0,1.0,1.0
A669217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,141,NORFOLK TERRIER,0.0,1.0,0.0,Tricolor,7.0,1.0,year,365.0,1.0,249.0,1.0,1.0,1.0,0.0
A718890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,0.0,1.0,1.0,Brown Brindle,9.0,5.0,months,150.0,0.0,279.0,1.0,1.0,1.0,0.0
A694201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,149,OTTERHOUND,0.0,1.0,1.0,Black,0.0,4.0,years,1460.0,4.0,260.0,1.0,1.0,1.0,2.0
A693452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,0.0,1.0,0.0,Tan,4.0,1.0,year,365.0,1.0,111.0,1.0,1.0,1.0,0.0
A665662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,1.0,White,1.0,4.0,months,120.0,0.0,147.0,1.0,2.0,1.0,0.0
A651982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,95,FLAT COAT RETRIEVER,1.0,1.0,0.0,Black,0.0,7.0,years,2555.0,7.0,171.0,1.0,1.0,1.0,2.0
A700627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,137,MINIATURE SCHNAUZER,1.0,1.0,0.0,Gray,19.0,2.0,years,730.0,2.0,244.0,1.0,1.0,1.0,2.0
A613280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,1.0,1.0,1.0,Tan,4.0,3.0,years,1095.0,3.0,279.0,1.0,1.0,1.0,0.0
A680419,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,0.0,0.0,Tortie,11.0,2.0,months,60.0,0.0,147.0,1.0,2.0,1.0,1.0
A689984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,1.0,Black,0.0,3.0,months,90.0,0.0,147.0,1.0,2.0,0.0,1.0
A716566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,39,BORDER COLLIE,1.0,0.0,1.0,Black,0.0,5.0,months,150.0,0.0,68.0,1.0,1.0,0.0,1.0
A708085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,0.0,Brown Tabby,2.0,2.0,years,730.0,2.0,147.0,1.0,2.0,0.0,1.0
A682073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,159,PIT BULL,1.0,0.0,1.0,Blue,6.0,3.0,years,1095.0,3.0,279.0,1.0,1.0,0.0,3.0
A514631,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,0.0,Black,0.0,6.0,years,2190.0,6.0,147.0,1.0,2.0,1.0,1.0
A701702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,79,DOMESTIC MEDIUM HAIR,1.0,1.0,0.0,Tortie,11.0,5.0,years,1825.0,5.0,145.0,1.0,2.0,1.0,0.0
A647580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,57,CATAHOULA,0.0,1.0,1.0,White,1.0,2.0,years,730.0,2.0,103.0,1.0,1.0,1.0,2.0
A673682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,33,BLACK MOUTH CUR,1.0,1.0,0.0,Brown Brindle,9.0,3.0,years,1095.0,3.0,56.0,1.0,1.0,1.0,0.0
A668863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,1.0,1.0,1.0,White,1.0,1.0,year,365.0,1.0,279.0,1.0,1.0,1.0,0.0
A668423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,159,PIT BULL,0.0,0.0,0.0,Fawn,21.0,3.0,years,1095.0,3.0,279.0,1.0,1.0,1.0,1.0
A719139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,0.0,0.0,Brown Tabby,2.0,10.0,months,300.0,0.0,147.0,1.0,2.0,1.0,1.0
A707069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Tortie,11.0,5.0,months,150.0,0.0,147.0,1.0,2.0,1.0,0.0
A701363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,10,AMERICAN PIT BULL TERRIER,0.0,1.0,1.0,Blue,6.0,1.0,year,365.0,1.0,18.0,1.0,1.0,1.0,0.0
A530461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,194,ST. BERNARD ROUGH COAT,1.0,1.0,1.0,Brown,3.0,7.0,years,2555.0,7.0,339.0,1.0,1.0,1.0,2.0
A663918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,78,DOMESTIC LONGHAIR,1.0,1.0,1.0,Black,0.0,8.0,years,2920.0,8.0,143.0,1.0,2.0,1.0,1.0
A685351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,164,POMERANIAN,0.0,0.0,0.0,Red,8.0,6.0,years,2190.0,6.0,287.0,1.0,1.0,0.0,2.0
A717593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,117,JACK RUSSELL TERRIER,1.0,1.0,0.0,White,1.0,4.0,years,1460.0,4.0,211.0,1.0,1.0,1.0,2.0
A691126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,130,MALTESE,0.0,1.0,0.0,White,1.0,10.0,years,3650.0,10.0,230.0,1.0,1.0,1.0,2.0
A665204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,124,LABRADOR RETRIEVER,0.0,1.0,0.0,Black,0.0,4.0,years,1460.0,4.0,221.0,1.0,1.0,1.0,3.0
A676515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,0.0,1.0,1.0,White,1.0,3.0,months,90.0,0.0,279.0,1.0,1.0,1.0,2.0
A671482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,0.0,1.0,Black,0.0,1.0,month,30.0,0.0,111.0,1.0,1.0,1.0,0.0
A667002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,124,LABRADOR RETRIEVER,1.0,0.0,0.0,Tan,4.0,3.0,months,90.0,0.0,220.0,1.0,1.0,0.0,1.0
A691012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,196,STAFFORDSHIRE,0.0,0.0,1.0,Red,8.0,4.0,years,1460.0,4.0,343.0,1.0,1.0,1.0,2.0
A711456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,1.0,White,1.0,6.0,years,2190.0,6.0,147.0,1.0,2.0,0.0,1.0
A692376,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,98,GERMAN SHEPHERD,1.0,0.0,1.0,Black,0.0,1.0,month,30.0,0.0,176.0,1.0,1.0,0.0,1.0
A692243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,1.0,White,1.0,2.0,months,60.0,0.0,147.0,1.0,2.0,0.0,0.0
A669883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,184,SIAMESE,0.0,1.0,0.0,Lynx Point,22.0,3.0,years,1095.0,3.0,323.0,1.0,2.0,1.0,0.0
A710352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,1.0,0.0,0.0,Tan,4.0,2.0,years,730.0,2.0,111.0,1.0,1.0,1.0,1.0
A688976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,79,DOMESTIC MEDIUM HAIR,0.0,0.0,0.0,Orange Tabby,5.0,3.0,weeks,21.0,0.0,145.0,1.0,2.0,0.0,1.0
A695438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,16,AUSTRALIAN KELPIE,1.0,1.0,1.0,Red,8.0,3.0,years,1095.0,3.0,28.0,1.0,1.0,1.0,0.0
A706503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,159,PIT BULL,1.0,1.0,1.0,Blue,6.0,6.0,months,180.0,0.0,279.0,1.0,1.0,0.0,0.0
A683317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,61,CHIHUAHUA SHORTHAIR,0.0,1.0,1.0,Tan,4.0,2.0,months,60.0,0.0,111.0,1.0,1.0,1.0,0.0
A670900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Black,0.0,1.0,year,365.0,1.0,147.0,1.0,2.0,1.0,0.0
A672918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Brown Tabby,2.0,1.0,year,365.0,1.0,147.0,1.0,2.0,1.0,0.0
A669942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,17,AUSTRALIAN SHEPHERD,0.0,1.0,1.0,Black,0.0,4.0,months,120.0,0.0,30.0,1.0,1.0,0.0,0.0
A698677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,70,DACHSHUND,1.0,1.0,1.0,Black,0.0,2.0,years,730.0,2.0,129.0,1.0,1.0,1.0,2.0
A687053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,189,SNOWSHOE,1.0,1.0,1.0,Seal Point,24.0,2.0,years,730.0,2.0,332.0,1.0,2.0,1.0,1.0
A695692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,15,AUSTRALIAN CATTLE DOG,1.0,1.0,1.0,Sable,15.0,3.0,years,1095.0,3.0,25.0,1.0,1.0,1.0,0.0
A698642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,7,AMERICAN BULLDOG,0.0,1.0,1.0,White,1.0,2.0,years,730.0,2.0,11.0,0.0,1.0,1.0,2.0
A573141,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,76,DOGO ARGENTINO,0.0,1.0,1.0,White,1.0,13.0,years,4745.0,13.0,139.0,1.0,1.0,1.0,1.0
A321341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Tortie,11.0,10.0,years,3650.0,10.0,147.0,1.0,2.0,1.0,0.0
A698527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,196,STAFFORDSHIRE,1.0,1.0,1.0,Black Brindle,25.0,2.0,years,730.0,2.0,343.0,1.0,1.0,1.0,0.0
A677287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,0.0,Brown Tabby,2.0,4.0,days,4.0,0.0,147.0,1.0,2.0,0.0,1.0
A689878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,0.0,Black,0.0,2.0,years,730.0,2.0,147.0,1.0,2.0,0.0,1.0
A695364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,159,PIT BULL,0.0,1.0,1.0,Fawn,21.0,5.0,years,1825.0,5.0,279.0,1.0,1.0,1.0,1.0
A682577,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,136,MINIATURE POODLE,1.0,0.0,1.0,Black,0.0,1.0,month,30.0,0.0,242.0,1.0,1.0,0.0,1.0
A690241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,0.0,0.0,Brown Tabby,2.0,3.0,weeks,21.0,0.0,147.0,1.0,2.0,0.0,1.0
A697776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,0.0,1.0,1.0,White,1.0,2.0,years,730.0,2.0,147.0,1.0,2.0,1.0,0.0
A678082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,98,GERMAN SHEPHERD,1.0,1.0,0.0,Sable,15.0,2.0,years,730.0,2.0,177.0,1.0,1.0,1.0,2.0
A596406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124,LABRADOR RETRIEVER,1.0,1.0,0.0,Black,0.0,4.0,years,1460.0,4.0,220.0,0.0,1.0,1.0,0.0
A683768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,80,DOMESTIC SHORTHAIR,1.0,1.0,0.0,Brown Tabby,2.0,3.0,months,90.0,0.0,147.0,1.0,2.0,0.0,0.0
A665975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,57,CATAHOULA,1.0,1.0,1.0,Blue Merle,23.0,5.0,years,1825.0,5.0,102.0,0.0,1.0,1.0,0.0
A678830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,80,DOMESTIC SHORTHAIR,2.0,2.0,0.0,Black,0.0,3.0,weeks,21.0,0.0,147.0,1.0,2.0,0.0,1.0
